date;offset_h;duration_h;offered_compensation_pct;final_participation_rate_pct;total_jasm_load_in_event_mwh;total_dispatched_energy_mwh;avg_dispatched_power_mw;avg_srl_price_in_event_chf_kwh;avoided_srl_costs_chf;compensation_chf_per_hh;total_compensation_ch;net_benefit_chf_total
2024-12-30;2.0;9.0;0.0;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.0;0.0;62695.36854457607
2024-12-30;2.0;9.0;0.1;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.00232;1511.741935483871;61183.6266090922
2024-12-30;2.0;9.0;0.2;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.00464;3023.483870967742;59671.88467360833
2024-12-30;2.0;9.0;0.3;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.00696;4535.225806451613;58160.14273812446
2024-12-30;2.0;4.5;0.0;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.0;0.0;57986.61530315373
2024-12-30;2.0;9.0;0.4;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.00928;6046.967741935484;56648.400802640586
2024-12-30;2.0;4.5;0.1;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.00232;1691.3548387096773;56295.26046444406
2024-12-30;1.5;4.5;0.0;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.0;0.0;56025.3045935084
2024-12-30;2.0;9.0;0.5;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.0116;7558.709677419354;55136.658867156715
2024-12-30;2.0;4.5;0.2;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.00464;3382.7096774193546;54603.90562573438
2024-12-30;1.5;4.5;0.1;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.00232;1691.3548387096773;54333.94975479873
2024-12-30;2.0;9.0;0.6;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.01392;9070.451612903225;53624.916931672844
2024-12-30;2.0;4.5;0.3;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.00696;5074.064516129032;52912.5507870247
2024-12-30;1.5;4.5;0.2;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.00464;3382.7096774193546;52642.594916089045
2024-12-30;2.0;9.0;0.7;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.016239999999999997;10582.193548387095;52113.17499618897
2024-12-30;1.0;4.5;0.0;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.0;0.0;51335.33738325958
2024-12-30;2.0;4.5;0.4;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.00928;6765.419354838709;51221.19594831502
2024-12-30;1.5;4.5;0.3;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.00696;5074.064516129032;50951.24007737937
2024-12-30;2.0;9.0;0.8;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.01856;12093.935483870968;50601.4330607051
2024-12-30;1.0;4.5;0.1;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.00232;1691.3548387096773;49643.98254454991
2024-12-30;2.0;4.5;0.5;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.0116;8456.774193548386;49529.841109605346
2024-12-30;1.5;4.5;0.4;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.00928;6765.419354838709;49259.88523866969
2024-12-30;2.0;9.0;0.9;27.1505376344086;962.097226126875;261.21456945917845;29.02384105101983;0.2561714401714751;62695.36854457607;0.020880000000000003;13605.67741935484;49089.69112522123
2024-12-30;2.0;9.0;1.0;27.419354838709676;962.097226126875;263.8008523251109;29.31120581390121;0.2561714401714751;63316.1147677897;0.0232;15267.096774193547;48049.01799359616
2024-12-30;1.0;4.5;0.2;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.00464;3382.7096774193546;47952.62770584023
2024-12-30;2.0;4.5;0.6;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.01392;10148.129032258064;47838.486270895664
2024-12-30;1.5;4.5;0.5;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.0116;8456.774193548386;47568.530399960015
2024-12-30;2.0;9.0;1.1;27.419354838709676;962.097226126875;263.8008523251109;29.31120581390121;0.2561714401714751;63316.1147677897;0.02552;16793.806451612905;46522.3083161768
2024-12-30;1.0;4.5;0.3;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.00696;5074.064516129032;46261.27286713055
2024-12-30;2.0;4.5;0.7;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.016239999999999997;11839.48387096774;46147.13143218599
2024-12-30;1.5;4.5;0.6;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.01392;10148.129032258064;45877.17556125033
2024-12-30;2.0;9.0;1.2;27.419354838709676;962.097226126875;263.8008523251109;29.31120581390121;0.2561714401714751;63316.1147677897;0.02784;18320.516129032258;44995.598638757445
2024-12-30;1.0;4.5;0.4;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.00928;6765.419354838709;44569.91802842087
2024-12-30;2.0;4.5;0.8;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.01856;13530.838709677419;44455.776593476316
2024-12-30;1.5;4.5;0.7;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.016239999999999997;11839.48387096774;44185.82072254066
2024-12-30;2.0;9.0;1.3;27.419354838709676;962.097226126875;263.8008523251109;29.31120581390121;0.2561714401714751;63316.1147677897;0.03016;19847.225806451614;43468.88896133809
2024-12-30;1.0;4.5;0.5;30.376344086021508;680.228273468875;206.62848091930883;45.91744020429085;0.26507744426026725;51335.33738325958;0.0116;8456.774193548386;42878.563189711196
2024-12-30;2.0;4.5;0.9;30.376344086021508;702.4964689325;213.3927445950874;47.42060991001942;0.36243551498198195;57986.61530315373;0.020880000000000003;15222.193548387098;42764.421754766634
2024-12-30;0.5;4.5;0.0;30.376344086021508;623.5207200647501;189.4027993745074;42.089510972112755;0.1913593220306745;42754.33911527512;0.0;0.0;42754.33911527512
2024-12-30;1.5;4.5;0.8;30.376344086021508;689.3296475975001;209.3931456411761;46.53181014248358;0.33934405619235974;56025.3045935084;0.01856;13530.838709677419;42494.465883830984
2024-12-30;2.0;9.0;1.4;27.419354838709676;962.097226126875;263.8008523251109;29.31120581390121;0.2561714401714751;63316.1147677897;0.032479999999999995;21373.935483870962;41942.17928391874
