date;rank_step4;event_start_utc;event_duration_h;pre_peak_offset_h;offered_compensation_pct;final_participation_rate_pct;total_jasm_load_in_event_kwh;total_dispatched_energy_kwh;avg_srl_price_in_event_chf_kwh;avoided_srl_costs_chf;compensation_chf_per_hh_simulated;total_compensation_survey_participants_chf;net_benefit_chf_survey_scope
2024-12-30;1;2024-12-30 14:45;2.0;2.0;0.0;30.376344086021508;228.320985007625;69.35556802650974;0.5606919420288434;25.30130649516242;0.0;0.0;25.30130649516242
2024-12-30;1;2024-12-30 14:45;2.0;2.0;0.3387;30.376344086021508;228.320985007625;69.35556802650974;0.5606919420288434;25.30130649516242;0.29466899999999996;33.297596999999996;-7.9962905048375745
2024-12-30;1;2024-12-30 14:45;2.0;2.0;1.0;30.64516129032258;228.320985007625;69.96933411523992;0.5606919420288434;25.525211862376242;0.87;99.17999999999999;-73.65478813762375
2024-12-30;1;2024-12-30 14:45;2.0;2.0;2.0;31.182795698924732;228.320985007625;71.19686629270028;0.5606919420288434;25.9730225968039;1.74;201.84;-175.8669774031961
2024-12-30;1;2024-12-30 14:45;2.0;2.0;4.0;31.451612903225808;228.320985007625;71.81063238143045;0.5606919420288434;26.196927964017725;3.48;407.16;-380.9630720359823
2024-12-30;1;2024-12-30 14:45;2.0;2.0;5.0;36.55913978494624;228.320985007625;83.47218806730376;0.5606919420288434;30.45112994108043;4.3500000000000005;591.6;-561.1488700589196
2024-12-30;1;2024-12-30 14:45;2.0;2.0;10.0;44.89247311827957;228.320985007625;102.49893681793918;0.5606919420288434;37.392196324709055;8.700000000000001;1452.9;-1415.5078036752911
2024-12-30;1;2024-12-30 14:45;4.0;2.0;0.0;30.376344086021508;666.434106417625;202.43831727202053;0.3888891596016433;56.30712207744918;0.0;0.0;56.30712207744918
2024-12-30;1;2024-12-30 14:45;4.0;2.0;0.3387;30.376344086021508;666.434106417625;202.43831727202053;0.3888891596016433;56.30712207744918;0.29466899999999996;33.297596999999996;23.009525077449183
2024-12-30;1;2024-12-30 14:45;4.0;2.0;1.0;30.64516129032258;666.434106417625;204.2298068054012;0.3888891596016433;56.80541519317881;0.87;99.17999999999999;-42.37458480682118
2024-12-30;1;2024-12-30 14:45;4.0;2.0;2.0;31.182795698924732;666.434106417625;207.81278587216264;0.3888891596016433;57.80200142463809;1.74;201.84;-144.0379985753619
2024-12-30;1;2024-12-30 14:45;4.0;2.0;4.0;31.451612903225808;666.434106417625;209.60427540554335;0.3888891596016433;58.30029454036772;3.48;407.16;-348.8597054596323
2024-12-30;1;2024-12-30 14:45;4.0;2.0;5.0;36.55913978494624;666.434106417625;243.64257653977688;0.3888891596016433;67.76786373923086;4.3500000000000005;591.6;-523.8321362607692
2024-12-30;1;2024-12-30 14:45;4.0;2.0;10.0;44.89247311827957;666.434106417625;299.17875207457894;0.3888891596016433;83.21495032684965;8.700000000000001;1452.9;-1369.6850496731504
2024-01-10;2;2024-01-10 16:00;2.0;1.0;0.0;30.376344086021508;522.731645545;158.7867632972715;0.5244899303355903;76.50517671991557;0.0;0.0;76.50517671991557
2024-01-10;2;2024-01-10 16:00;2.0;1.0;0.3387;30.376344086021508;522.731645545;158.7867632972715;0.5244899303355903;76.50517671991557;0.29466899999999996;33.297596999999996;43.20757971991557
2024-01-10;2;2024-01-10 16:00;2.0;1.0;1.0;30.64516129032258;522.731645545;160.1919558928226;0.5244899303355903;77.18221368203871;0.87;99.17999999999999;-21.997786317961285
2024-01-10;2;2024-01-10 16:00;2.0;1.0;2.0;31.182795698924732;522.731645545;163.00234108392473;0.5244899303355903;78.53628760628499;1.74;201.84;-123.30371239371502
2024-01-10;2;2024-01-10 16:00;2.0;1.0;4.0;31.451612903225808;522.731645545;164.40753367947582;0.5244899303355903;79.21332456840814;3.48;407.16;-327.94667543159187
2024-01-10;2;2024-01-10 16:00;2.0;1.0;5.0;36.55913978494624;522.731645545;191.10619299494624;0.5244899303355903;92.07702684874792;4.3500000000000005;591.6;-499.52297315125213
2024-01-10;2;2024-01-10 16:00;2.0;1.0;10.0;44.89247311827957;522.731645545;234.66716345702957;0.5244899303355903;113.06517267456546;8.700000000000001;1452.9;-1339.8348273254346
2024-01-10;2;2024-01-10 15:00;2.0;2.0;0.0;30.376344086021508;270.554606202;82.1845981205;0.6843257170578445;66.28192672183476;0.0;0.0;66.28192672183476
2024-01-10;2;2024-01-10 15:00;2.0;2.0;0.3387;30.376344086021508;270.554606202;82.1845981205;0.6843257170578445;66.28192672183476;0.29466899999999996;33.297596999999996;32.98432972183477
2024-01-10;2;2024-01-10 15:00;2.0;2.0;1.0;30.64516129032258;270.554606202;82.911895449;0.6843257170578445;66.86849244503685;0.87;99.17999999999999;-32.31150755496314
2024-01-10;2;2024-01-10 15:00;2.0;2.0;2.0;31.182795698924732;270.554606202;84.366490106;0.6843257170578445;68.041623891441;1.74;201.84;-133.798376108559
2024-01-10;2;2024-01-10 15:00;2.0;2.0;4.0;31.451612903225808;270.554606202;85.0937874345;0.6843257170578445;68.62818961464308;3.48;407.16;-338.53181038535695
2024-01-10;2;2024-01-10 15:00;2.0;2.0;5.0;36.55913978494624;270.554606202;98.912436676;0.6843257170578445;79.77293835548255;4.3500000000000005;591.6;-511.82706164451747
2024-01-10;2;2024-01-10 15:00;2.0;2.0;10.0;44.89247311827957;270.554606202;121.4586538595;0.6843257170578445;97.95647577474695;8.700000000000001;1452.9;-1354.9435242252532
2024-12-04;3;2024-12-04 16:45;2.0;0.0;0.0;30.376344086021508;438.11312141;133.08274924551077;0.2919825298783188;39.91006232467971;0.0;0.0;39.91006232467971
2024-12-04;3;2024-12-04 16:45;2.0;0.0;0.3387;30.376344086021508;438.11312141;133.08274924551077;0.2919825298783188;39.91006232467971;0.29466899999999996;33.297596999999996;6.612465324679711
2024-12-04;3;2024-12-04 16:45;2.0;0.0;1.0;30.64516129032258;438.11312141;134.2604726901613;0.2919825298783188;40.26324871693351;0.87;99.17999999999999;-58.91675128306648
2024-12-04;3;2024-12-04 16:45;2.0;0.0;2.0;31.182795698924732;438.11312141;136.61591957946237;0.2919825298783188;40.96962150144111;1.74;201.84;-160.8703784985589
2024-12-04;3;2024-12-04 16:45;2.0;0.0;4.0;31.451612903225808;438.11312141;137.7936430241129;0.2919825298783188;41.322807893694915;3.48;407.16;-365.8371921063051
2024-12-04;3;2024-12-04 16:45;2.0;0.0;5.0;36.55913978494624;438.11312141;160.17038847247312;0.2919825298783188;48.03334934651717;4.3500000000000005;591.6;-543.5666506534828
2024-12-04;3;2024-12-04 16:45;2.0;0.0;10.0;44.89247311827957;438.11312141;196.67981525663978;0.2919825298783188;58.982127506385055;8.700000000000001;1452.9;-1393.917872493615
2024-12-04;3;2024-12-04 15:45;2.0;1.0;0.0;30.376344086021508;457.434917517625;138.95200451476245;0.3529532148483707;46.702836629056634;0.0;0.0;46.702836629056634
2024-12-04;3;2024-12-04 15:45;2.0;1.0;0.3387;30.376344086021508;457.434917517625;138.95200451476245;0.3529532148483707;46.702836629056634;0.29466899999999996;33.297596999999996;13.405239629056638
2024-12-04;3;2024-12-04 15:45;2.0;1.0;1.0;30.64516129032258;457.434917517625;140.18166827153024;0.3529532148483707;47.11613606825182;0.87;99.17999999999999;-52.06386393174817
2024-12-04;3;2024-12-04 15:45;2.0;1.0;2.0;31.182795698924732;457.434917517625;142.64099578506585;0.3529532148483707;47.942734946642204;1.74;201.84;-153.89726505335778
2024-12-04;3;2024-12-04 15:45;2.0;1.0;4.0;31.451612903225808;457.434917517625;143.87065954183367;0.3529532148483707;48.3560343858374;3.48;407.16;-358.8039656141626
2024-12-04;3;2024-12-04 15:45;2.0;1.0;5.0;36.55913978494624;457.434917517625;167.23427092042203;0.3529532148483707;56.20872373054603;4.3500000000000005;591.6;-535.391276269454
2024-12-04;3;2024-12-04 15:45;2.0;1.0;10.0;44.89247311827957;457.434917517625;205.35384738022412;0.3529532148483707;69.02100634559697;8.700000000000001;1452.9;-1383.878993654403
2024-12-04;3;2024-12-04 14:45;2.0;2.0;0.0;30.376344086021508;228.320985007625;69.35556802650974;0.4098972919971394;26.23438794996804;0.0;0.0;26.23438794996804
2024-12-04;3;2024-12-04 14:45;2.0;2.0;0.3387;30.376344086021508;228.320985007625;69.35556802650974;0.4098972919971394;26.23438794996804;0.29466899999999996;33.297596999999996;-7.063209050031958
2024-12-04;3;2024-12-04 14:45;2.0;2.0;1.0;30.64516129032258;228.320985007625;69.96933411523992;0.4098972919971394;26.46655067518899;0.87;99.17999999999999;-72.713449324811
2024-12-04;3;2024-12-04 14:45;2.0;2.0;2.0;31.182795698924732;228.320985007625;71.19686629270028;0.4098972919971394;26.930876125630906;1.74;201.84;-174.9091238743691
2024-12-04;3;2024-12-04 14:45;2.0;2.0;4.0;31.451612903225808;228.320985007625;71.81063238143045;0.4098972919971394;27.163038850851862;3.48;407.16;-379.99696114914815
2024-12-04;3;2024-12-04 14:45;2.0;2.0;5.0;36.55913978494624;228.320985007625;83.47218806730376;0.4098972919971394;31.57413063005002;4.3500000000000005;591.6;-560.02586936995
2024-12-04;3;2024-12-04 14:45;2.0;2.0;10.0;44.89247311827957;228.320985007625;102.49893681793918;0.4098972919971394;38.77117511189966;8.700000000000001;1452.9;-1414.1288248881003
2024-12-04;3;2024-12-04 14:45;4.0;2.0;0.0;30.376344086021508;666.434106417625;202.43831727202053;0.3509399109377291;66.14445027464775;0.0;0.0;66.14445027464775
2024-12-04;3;2024-12-04 14:45;4.0;2.0;0.3387;30.376344086021508;666.434106417625;202.43831727202053;0.3509399109377291;66.14445027464775;0.29466899999999996;33.297596999999996;32.846853274647756
2024-12-04;3;2024-12-04 14:45;4.0;2.0;1.0;30.64516129032258;666.434106417625;204.2298068054012;0.3509399109377291;66.7297993921225;0.87;99.17999999999999;-32.45020060787749
2024-12-04;3;2024-12-04 14:45;4.0;2.0;2.0;31.182795698924732;666.434106417625;207.81278587216264;0.3509399109377291;67.90049762707201;1.74;201.84;-133.939502372928
2024-12-04;3;2024-12-04 14:45;4.0;2.0;4.0;31.451612903225808;666.434106417625;209.60427540554335;0.3509399109377291;68.48584674454676;3.48;407.16;-338.67415325545323
2024-12-04;3;2024-12-04 14:45;4.0;2.0;5.0;36.55913978494624;666.434106417625;243.64257653977688;0.3509399109377291;79.60747997656719;4.3500000000000005;591.6;-511.9925200234328
2024-12-04;3;2024-12-04 14:45;4.0;2.0;10.0;44.89247311827957;666.434106417625;299.17875207457894;0.3509399109377291;97.75330261828472;8.700000000000001;1452.9;-1355.1466973817153
