timestamp,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2035-12-01 00:00:00,20.67012973,2.53704068,3.274927484,42.8004395,31.6280274,28.3900972,9.56036101,427.1041342,98.934552,5.875434588,7.965312534,16.24930462,32.40900585
2035-12-01 00:15:00,20.67012973,2.53704068,3.274927484,42.8004395,31.6280274,28.3900972,9.56036101,427.1041342,98.934552,5.875434588,7.965312534,16.24930462,32.40900585
2035-12-01 00:30:00,20.67012973,2.53704068,3.274927484,42.8004395,31.6280274,28.3900972,9.56036101,427.1041342,98.934552,5.875434588,7.965312534,16.24930462,32.40900585
2035-12-01 00:45:00,20.67012973,2.53704068,3.274927484,42.8004395,31.6280274,28.3900972,9.56036101,427.1041342,98.934552,5.875434588,7.965312534,16.24930462,32.40900585
2035-12-01 01:00:00,1.823834976,1.26852034,0.454894623,79.16081251,31.6280274,16.46589621,7.329935644,347.168359,98.934552,0.816110772,1.106399411,1.390634944,56.05213013
2035-12-01 01:15:00,1.823834976,1.26852034,0.454894623,79.16081251,31.6280274,16.46589621,7.329935644,347.168359,98.934552,0.816110772,1.106399411,1.390634944,56.05213013
2035-12-01 01:30:00,1.823834976,1.26852034,0.454894623,79.16081251,31.6280274,16.46589621,7.329935644,347.168359,98.934552,0.816110772,1.106399411,1.390634944,56.05213013
2035-12-01 01:45:00,1.823834976,1.26852034,0.454894623,79.16081251,31.6280274,16.46589621,7.329935644,347.168359,98.934552,0.816110772,1.106399411,1.390634944,56.05213013
2035-12-01 02:00:00,1.215889984,0.0,0.136502008,44.79166547,31.6280274,10.52251582,5.583327078,309.1640969,98.934552,0.24489355,0.332001597,1.692570356,41.69781068
2035-12-01 02:15:00,1.215889984,0.0,0.136502008,44.79166547,31.6280274,10.52251582,5.583327078,309.1640969,98.934552,0.24489355,0.332001597,1.692570356,41.69781068
2035-12-01 02:30:00,1.215889984,0.0,0.136502008,44.79166547,31.6280274,10.52251582,5.583327078,309.1640969,98.934552,0.24489355,0.332001597,1.692570356,41.69781068
2035-12-01 02:45:00,1.215889984,0.0,0.136502008,44.79166547,31.6280274,10.52251582,5.583327078,309.1640969,98.934552,0.24489355,0.332001597,1.692570356,41.69781068
2035-12-01 03:00:00,0.607944992,2.53704068,0.091001339,9.908847215,31.6280274,7.831630558,5.355933182,353.018688,98.934552,0.163262367,0.221334398,1.180188468,5.058037583
2035-12-01 03:15:00,0.607944992,2.53704068,0.091001339,9.908847215,31.6280274,7.831630558,5.355933182,353.018688,98.934552,0.163262367,0.221334398,1.180188468,5.058037583
2035-12-01 03:30:00,0.607944992,2.53704068,0.091001339,9.908847215,31.6280274,7.831630558,5.355933182,353.018688,98.934552,0.163262367,0.221334398,1.180188468,5.058037583
2035-12-01 03:45:00,0.607944992,2.53704068,0.091001339,9.908847215,31.6280274,7.831630558,5.355933182,353.018688,98.934552,0.163262367,0.221334398,1.180188468,5.058037583
2035-12-01 04:00:00,0.0,5.07408136,0.318504685,0.807675304,31.6280274,6.777406125,6.744508768,338.5908286,98.934552,0.571418284,0.774670393,25.26389775,3.912263132
2035-12-01 04:15:00,0.0,5.07408136,0.318504685,0.807675304,31.6280274,6.777406125,6.744508768,338.5908286,98.934552,0.571418284,0.774670393,25.26389775,3.912263132
2035-12-01 04:30:00,0.0,5.07408136,0.318504685,0.807675304,31.6280274,6.777406125,6.744508768,338.5908286,98.934552,0.571418284,0.774670393,25.26389775,3.912263132
2035-12-01 04:45:00,0.0,5.07408136,0.318504685,0.807675304,31.6280274,6.777406125,6.744508768,338.5908286,98.934552,0.571418284,0.774670393,25.26389775,3.912263132
2035-12-01 05:00:00,1.823834976,27.62980548,0.136502008,1.670094495,31.6280274,10.68478285,10.82314423,362.3839242,98.934552,0.24489355,0.332001597,31.07752881,0.594372106
2035-12-01 05:15:00,1.823834976,27.62980548,0.136502008,1.670094495,31.6280274,10.68478285,10.82314423,362.3839242,98.934552,0.24489355,0.332001597,31.07752881,0.594372106
2035-12-01 05:30:00,1.823834976,27.62980548,0.136502008,1.670094495,31.6280274,10.68478285,10.82314423,362.3839242,98.934552,0.24489355,0.332001597,31.07752881,0.594372106
2035-12-01 05:45:00,1.823834976,27.62980548,0.136502008,1.670094495,31.6280274,10.68478285,10.82314423,362.3839242,98.934552,0.24489355,0.332001597,31.07752881,0.594372106
2035-12-01 06:00:00,5.471504928,170.0295722,0.409506024,2.151005323,31.6280274,20.55776865,31.67595604,378.0806187,98.934552,0.734680651,0.996004791,16.24930462,0.0
2035-12-01 06:15:00,5.471504928,170.0295722,0.409506024,2.151005323,31.6280274,20.55776865,31.67595604,378.0806187,98.934552,0.734680651,0.996004791,16.24930462,0.0
2035-12-01 06:30:00,5.471504928,170.0295722,0.409506024,2.151005323,31.6280274,20.55776865,31.67595604,378.0806187,98.934552,0.734680651,0.996004791,16.24930462,0.0
2035-12-01 06:45:00,5.471504928,170.0295722,0.409506024,2.151005323,31.6280274,20.55776865,31.67595604,378.0806187,98.934552,0.734680651,0.996004791,16.24930462,0.0
2035-12-01 07:00:00,12.76684483,380.4411677,1.273682529,2.294600064,31.6280274,43.91220709,64.60501468,328.211315,98.934552,2.28506995,3.097863834,1.390634944,0.0
2035-12-01 07:15:00,12.76684483,380.4411677,1.273682529,2.294600064,31.6280274,43.91220709,64.60501468,328.211315,98.934552,2.28506995,3.097863834,1.390634944,0.0
