,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2024-11-01 00:00:00+01:00,233.0607122,3989.4717762,4766.96378875,4025.0639749999996,54807.1919415,54426.0016095,8731.1551545,342206.66737,112917.08837,14571.0385607,21374.3650845,1261.26664915,1675.4993777999998
2024-11-01 00:15:00+01:00,185.58538193750002,3291.31421535,3653.250493275,4417.1226302,54807.1919415,47808.72476725001,8221.912095825,326195.02462249994,112917.08837,11166.7837576,16380.6383366875,945.9499868624999,2534.9109984375
2024-11-01 00:30:00+01:00,138.110051675,2593.1566544999996,2539.5371978000003,4809.181285399999,54807.1919415,41191.447925,7712.66903715,310183.38187499996,112917.08837,7762.5289545,11386.911588874998,630.633324575,3394.322619075
2024-11-01 00:45:00+01:00,90.6347214125,1894.9990936499998,1425.823902325,5201.2399405999995,54807.1919415,34574.17108275,7203.425978475,294171.7391275,112917.08837,4358.2741514,6393.184841062499,315.3166622875,4253.7342397125
2024-11-01 01:00:00+01:00,43.15939115,1196.8415328,312.11060684999995,5593.2985958,54807.1919415,27956.894240499998,6694.1829198000005,278160.09638,112917.08837,954.0193482999999,1399.45809325,0.0,5113.14586035
2024-11-01 01:15:00+01:00,32.369543362499996,997.3679439624999,294.76452816249997,5011.350419712499,54807.1919415,25448.654441762497,6295.403251125001,270547.60166000004,112917.08837,900.9980977499999,1321.68082585,67.2748458125,4412.029014
2024-11-01 01:30:00+01:00,21.579695575,797.8943551250001,277.418449475,4429.402243625,54807.1919415,22940.414643024997,5896.62358245,262935.10693999997,112917.08837,847.9768472000001,1243.90355845,134.549691625,3710.91216765
2024-11-01 01:45:00+01:00,10.7898477875,598.4207662875001,260.0723707875,3847.4540675375,54807.1919415,20432.1748442875,5497.843913775,255322.61222,112917.08837,794.95559665,1166.12629105,201.8245374375,3009.7953213
2024-11-01 02:00:00+01:00,0.0,398.94717744999997,242.72629210000002,3265.50589145,54807.1919415,17923.93504555,5099.0642451,247710.1175,112917.08837,741.9343461,1088.34902365,269.09938325,2308.67847495
2024-11-01 02:15:00+01:00,2.87729275,598.4207662875,216.73687631250002,2869.374826975,54807.1919415,17265.9296535375,5047.1464518,256494.4702175,112917.08837,662.493260425,971.8163026499999,269.09938325,1793.11753455
