,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2024-05-01 00:00:00+02:00,24094.1843195,1058.1199211,4045.5934234,2427.19512455,54807.1919415,47960.342615,8731.1551545,342206.66737,112917.08837,12366.046902349999,18139.8463805,1870.8511814499998,6442.55448565
2024-05-01 00:15:00+02:00,18901.4721817375,925.8549309625,3093.6890885125,2982.8360132625,54807.1919415,41997.851128625,8221.912095825,326195.02462249994,112917.08837,9456.3888076,13871.647232025,1489.9376674750001,5383.7302106125
2024-05-01 00:30:00+02:00,13708.760043975,793.589940825,2141.784753625,3538.476901975,54807.1919415,36035.35964225,7712.66903715,310183.38187499996,112917.08837,6546.73071285,9603.44808355,1109.0241535,4324.905935575
2024-05-01 00:45:00+02:00,8516.0479062125,661.3249506875001,1189.8804187375,4094.1177906875,54807.1919415,30072.868155875,7203.425978475,294171.7391275,112917.08837,3637.0726181000005,5335.248935075,728.1106395249999,3266.0816605375
2024-05-01 01:00:00+02:00,3323.33576845,529.05996055,237.97608384999998,4649.7586794,54807.1919415,24110.3766695,6694.1829198000005,278160.09638,112917.08837,727.4145233500001,1067.0497866,347.19712555,2207.2573855
2024-05-01 01:15:00+02:00,2561.7379881625,396.7949704125,204.510697075,4473.7090748625005,54807.1919415,22149.1247486875,6295.403251125001,270547.60166000004,112917.08837,625.1218561375,916.9959103374999,260.3978441625,2215.9457408625
2024-05-01 01:30:00+02:00,1800.1402078750002,264.529980275,171.0453103,4297.659470325,54807.1919415,20187.872827875,5896.62358245,262935.10693999997,112917.08837,522.829188925,766.942034075,173.598562775,2224.634096225
2024-05-01 01:45:00+02:00,1038.5424275875,132.2649901375,137.579923525,4121.6098657875,54807.1919415,18226.620907062497,5497.843913775,255322.61222,112917.08837,420.5365217125,616.8881578124999,86.7992813875,2233.3224515875004
2024-05-01 02:00:00+02:00,276.9446473,0.0,104.11453675000001,3945.5602612499997,54807.1919415,16265.36898625,5099.0642451,247710.1175,112917.08837,318.2438545,466.83428154999996,0.0,2242.01080695
2024-05-01 02:15:00+02:00,415.41697097499997,132.2649901375,96.67778413750001,3588.2754092874998,54807.1919415,15707.893316587499,5047.1464518,256494.4702175,112917.08837,295.512150525,433.4889758124999,0.03723105,1764.518537825
2024-05-01 02:30:00+02:00,553.88929465,264.529980275,89.24103152500001,3230.990557325,54807.1919415,15150.417646924998,4995.2286585,265278.82293500006,112917.08837,272.78044654999997,400.143670075,0.0744621,1287.0262687000002
2024-05-01 02:45:00+02:00,692.3616183250001,396.7949704125,81.8042789125,2873.7057053625,54807.1919415,14592.9419772625,4943.310865200001,274063.1756525,112917.08837,250.048742575,366.7983643375,0.11169314999999999,809.533999575
2024-05-01 03:00:00+02:00,830.833942,529.05996055,74.3675263,2516.4208534,54807.1919415,14035.4663076,4891.3930719,282847.52837,112917.08837,227.3170386,333.4530586,0.1489242,332.04173045000005
2024-05-01 03:15:00+02:00,762.9142665625001,930.8848189125,93.1715163125,2138.0315362875,54807.1919415,14537.088437749999,5208.427880325,279957.53663125,112917.08837,284.7946439375,417.7673863625,1464.2666449125002,249.135976875
2024-05-01 03:30:00+02:00,694.9945911249999,1332.709677275,111.97550632499998,1759.642219175,54807.1919415,15038.7105679,5525.46268875,277067.5448925,112917.08837,342.27224927500004,502.08171412499996,2928.384365625,166.2302233
2024-05-01 03:45:00+02:00,627.0749156875,1734.5345356375,130.77949633749998,1381.2529020625,54807.1919415,15540.332698049999,5842.497497175001,274177.55315375,112917.08837,399.74985461250003,586.3960418875,4392.5020863375,83.32446972500001
2024-05-01 04:00:00+02:00,559.15524025,2136.359394,149.58348635,1002.8635849499999,54807.1919415,16041.9548282,6159.532305600001,271287.561415,112917.08837,457.22745995,670.71036965,5856.6198070499995,0.41871614999999995
2024-05-01 04:15:00+02:00,842.6823201999999,6118.668261625,153.86748527499998,998.4969162,54807.1919415,18354.496538774998,7090.752345075,276053.46936375,112917.08837,470.3222339375,689.9191912125,4945.2882575625,165.4906692625
2024-05-01 04:30:00+02:00,1126.20940015,10100.97712925,158.1514842,994.13024745,54807.1919415,20667.03824935,8021.97238455,280819.37731250003,112917.08837,483.417007925,709.128012775,4033.956708075,330.56262237500005
2024-05-01 04:45:00+02:00,1409.7364801,14083.285996875,162.43548312500002,989.7635786999999,54807.1919415,22979.579959924995,8953.192424025001,285585.28526125,112917.08837,496.5117819125,728.3368343375,3122.6251585874998,495.63457548750006
2024-05-01 05:00:00+02:00,1693.26356005,18065.594864500003,166.71948205,985.39690995,54807.1919415,25292.121670499997,9884.412463499999,290351.19321,112917.08837,509.6065559,747.5456559,2211.2936091,660.7065286000001
2024-05-01 05:15:00+02:00,2257.6847467625,51486.945368375,253.868302025,2150.1867295375,54807.1919415,24250.349153625,14645.454832125,293495.34067875,112917.08837,775.9918012125,1138.3081578125,2135.0762966875,1811.8228221374998
2024-05-01 05:30:00+02:00,2822.105933475,84908.29587225,341.017122,3314.9765491249996,54807.1919415,23208.576636749996,19406.49720075,296639.48814750003,112917.08837,1042.377046525,1529.070659725,2058.858984275,2962.939115675
2024-05-01 05:45:00+02:00,3386.5271201875,118329.646376125,428.165941975,4479.7663687125,54807.1919415,22166.804119875,24167.539569375003,299783.63561625,112917.08837,1308.7622918375,1919.8331616374999,1982.6416718624998,4114.055409212499
2024-05-01 06:00:00+02:00,3950.9483069,151750.99688,515.31476195,5644.5561883,54807.1919415,21125.031603,28928.581938,302927.783085,112917.08837,1575.14753715,2310.5956635499997,1906.4243594499999,5265.17170275
2024-05-01 06:15:00+02:00,6631.948944674999,192398.585325,647.9325316625,10071.8825541,54807.1919415,21125.031603,36446.831504999995,292938.6452625,112917.08837,1980.5163885749998,2905.2342535375,1518.2679902874997,13627.165545437498
2024-05-01 06:30:00+02:00,9312.949582449999,233046.17377,780.550301375,14499.208919900002,54807.1919415,21125.031603,43965.081072,282949.50744,112917.08837,2385.88524,3499.872843525,1130.111621125,21989.159388124997
2024-05-01 06:45:00+02:00,11993.950220225,273693.762215,913.1680710874999,18926.5352857,54807.1919415,21125.031603,51483.330639,272960.3696175,112917.08837,2791.2540914250003,4094.5114335125,741.9552519625,30351.1532308125
2024-05-01 07:00:00+02:00,14674.950858,314341.35065999994,1045.7858408,23353.8616515,54807.1919415,21125.031603,59001.580206,262971.231795,112917.08837,3196.62294285,4689.1500235,353.7988828,38713.1470735
2024-05-01 07:15:00+02:00,18837.55710975,306889.2927825,1049.5749198875,32887.036246,54807.1919415,21125.031603,62396.17287525,278668.83102875005,112917.08837,3208.2049099625,4706.1396974624995,265.3491621,53193.377319125
