,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2024-07-01 00:00:00+02:00,23669.6667155,3688.32302315,4106.94073465,3569.6259433,54807.1919415,56435.0436355,8731.1551545,342206.66737,112917.08837,12553.5654306,18414.9187065,97.1323896,710.44886745
2024-07-01 00:15:00+02:00,18586.757517025,3342.5427398125003,3165.7668162,3722.0413920875003,54807.1919415,49945.92237987499,8221.912095825,326195.02462249994,112917.08837,9676.706686125,14194.8331695625,72.8492922,1155.026719125
2024-07-01 00:30:00+02:00,13503.848318549999,2996.762456475,2224.59289775,3874.4568408749997,54807.1919415,43456.80112425,7712.66903715,310183.38187499996,112917.08837,6799.8479416499995,9974.747632625,48.5661948,1599.6045708000001
2024-07-01 00:45:00+02:00,8420.939120075,2650.9821731375,1283.4189793,4026.8722896624995,54807.1919415,36967.679868625,7203.425978475,294171.7391275,112917.08837,3922.9891971750003,5754.6620956875,24.2830974,2044.182422475
2024-07-01 01:00:00+02:00,3338.0299216,2305.2018898,342.24506085,4179.28773845,54807.1919415,30478.558613,6694.1829198000005,278160.09638,112917.08837,1046.1304527,1534.57655875,0.0,2488.76027415
2024-07-01 01:15:00+02:00,2806.9797067874997,1728.90141735,309.65029327499997,3515.8142794875,54807.1919415,27853.9839022375,6295.403251125001,270547.60166000004,112917.08837,946.4989809250001,1388.4264103375,252.9897324875,1945.2545208875
2024-07-01 01:30:00+02:00,2275.929491975,1152.6009449,277.05552570000003,2852.3408205250003,54807.1919415,25229.409191475002,5896.62358245,262935.10693999997,112917.08837,846.86750915,1242.276261925,505.979464975,1401.748767625
2024-07-01 01:45:00+02:00,1744.8792771625,576.30047245,244.460758125,2188.8673615625003,54807.1919415,22604.8344807125,5497.843913775,255322.61222,112917.08837,747.236037375,1096.1261135124998,758.9691974625,858.2430143624999
2024-07-01 02:00:00+02:00,1213.82906235,0.0,211.86599055000002,1525.3939026,54807.1919415,19980.25976995,5099.0642451,247710.1175,112917.08837,647.6045656,949.9759650999999,1011.95892995,314.73726109999996
2024-07-01 02:15:00+02:00,1137.9647459875,461.04037795000005,167.04818480000003,1332.54164785,54807.1919415,18961.4132708875,5047.1464518,256494.4702175,112917.08837,510.61129208750003,749.0195108375,758.9691974625,236.05294582499997
