,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2024-01-01 00:00:00+01:00,28120.595346500002,3501.2861865,4153.2230233,33063.827133000006,54807.1919415,55384.938576500004,8731.1551545,342206.66737,112917.08837,12695.03514595,18622.44169,24632.516993,32217.011044500003
2024-01-01 00:15:00+01:00,21759.984494337503,3001.102445575,3177.861267825,42259.476517,54807.1919415,48944.351684999994,8221.912095825,326195.02462249994,112917.08837,9713.675441625,14249.062915349998,20137.580042325,37454.44508975001
2024-01-01 00:30:00+01:00,15399.373642175002,2500.91870465,2202.4995123500003,51455.125901,54807.1919415,42503.7647935,7712.66903715,310183.38187499996,112917.08837,6732.3157372999995,9875.6841407,15642.64309165,42691.879135
2024-01-01 00:45:00+01:00,9038.762790012499,2000.7349637249997,1227.1377568750002,60650.775284999996,54807.1919415,36063.177902,7203.425978475,294171.7391275,112917.08837,3750.9560329749993,5502.305366049999,11147.706140974999,47929.31318025
2024-01-01 01:00:00+01:00,2678.1519378499997,1500.5512227999998,251.7760014,69846.424669,54807.1919415,29622.5910105,6694.1829198000005,278160.09638,112917.08837,769.59632865,1128.9265914,6652.7691902999995,53166.7472255
2024-01-01 01:15:00+01:00,2427.0751937874998,1125.4134170999998,211.31200130000002,63931.753873625,54807.1919415,27296.6294748625,6295.403251125001,270547.60166000004,112917.08837,645.9112045,947.4919606625,6260.366224075,48405.554033125
2024-01-01 01:30:00+01:00,2175.9984497250002,750.2756113999999,170.8480012,58017.08307825,54807.1919415,24970.667939225,5896.62358245,262935.10693999997,112917.08837,522.22608035,766.057329925,5867.96325785,43644.36084075
2024-01-01 01:45:00+01:00,1924.9217056625,375.13780569999994,130.3840011,52102.412282875,54807.1919415,22644.7064035875,5497.843913775,255322.61222,112917.08837,398.5409562,584.6226991875,5475.560291625,38883.167648375
2024-01-01 02:00:00+01:00,1673.8449616,0.0,89.920001,46187.7414875,54807.1919415,20318.74486795,5099.0642451,247710.1175,112917.08837,274.85583204999995,403.18806844999995,5083.1573253999995,34121.974455999996
2024-01-01 02:15:00+01:00,1339.0759693124999,375.13780569999994,76.4320008,37969.477432875,54807.1919415,19603.7886825375,5047.1464518,256494.4702175,112917.08837,233.62745717499996,342.70985814999995,4370.631116324999,27993.7493506
2024-01-01 02:30:00+01:00,1004.3069770249999,750.2756113999999,62.944000599999995,29751.213378250002,54807.1919415,18888.832497125,4995.2286585,265278.82293500006,112917.08837,192.39908229999998,282.23164784999994,3658.10490725,21865.524245200002
2024-01-01 02:45:00+01:00,669.5379847375001,1125.4134170999998,49.4560004,21532.949323625002,54807.1919415,18173.8763117125,4943.310865200001,274063.1756525,112917.08837,151.170707425,221.75343755,2945.5786981749998,15737.299139800001
2024-01-01 03:00:00+01:00,334.76899245000004,1500.5512227999998,35.9680002,13314.685269,54807.1919415,17458.9201263,4891.3930719,282847.52837,112917.08837,109.94233255,161.27522725,2233.0524891,9609.074034399999
2024-01-01 03:15:00+01:00,334.76899245000004,1875.6890285,49.4560004,10593.8679721875,54807.1919415,18043.728654699997,5208.427880325,279957.53663125,112917.08837,151.170707425,221.75343755,11614.98131245,9063.0141847125
2024-01-01 03:30:00+01:00,334.76899245000004,2250.8268341999997,62.944000599999995,7873.050675375,54807.1919415,18628.5371831,5525.46268875,277067.5448925,112917.08837,192.39908229999998,282.23164784999994,20996.9101358,8516.954335025
2024-01-01 03:45:00+01:00,334.76899245000004,2625.9646399,76.4320008,5152.233378562501,54807.1919415,19213.3457115,5842.497497175001,274177.55315375,112917.08837,233.62745717499996,342.70985814999995,30378.83895915,7970.8944853375
2024-01-01 04:00:00+01:00,334.76899245000004,3001.1024455999996,89.920001,2431.41608175,54807.1919415,19798.1542399,6159.532305600001,271287.561415,112917.08837,274.85583204999995,403.18806844999995,39760.7677825,7424.83463565
