,Computer,Cooking,DVB,Dishwasher,Freezers,Lighting,Music,Others,Refrigerators,STB,TV,Tumble dryer,Washing machine
2024-06-01 00:00:00+02:00,21941.7728875,4274.494355649999,3723.2295804,2404.0887068,54807.1919415,65117.877354000004,8731.1551545,342206.66737,112917.08837,11380.68678565,16694.414279999997,0.0,0.0
2024-06-01 00:15:00+02:00,17164.496059275,4007.3384583875,2889.8882879625003,2475.2957919875,54807.1919415,57598.24400825001,8221.912095825,326195.02462249994,112917.08837,8833.4368699125,12957.834390974998,0.0,0.0
2024-06-01 00:30:00+02:00,12387.21923105,3740.182561125,2056.546995525,2546.502877175,54807.1919415,50078.61066250001,7712.66903715,310183.38187499996,112917.08837,6286.186954175,9221.25450195,0.0,0.0
2024-06-01 00:45:00+02:00,7609.942402825,3473.0266638625,1223.2057030874998,2617.7099623625,54807.1919415,42558.977316749995,7203.425978475,294171.7391275,112917.08837,3738.9370384374997,5484.674612925,0.0,0.0
2024-06-01 01:00:00+02:00,2832.6655745999997,3205.8707666,389.86441065,2688.91704755,54807.1919415,35039.343971,6694.1829198000005,278160.09638,112917.08837,1191.6871227000001,1748.0947239,0.0,0.0
2024-06-01 01:15:00+02:00,2655.5101231375,2404.40307495,354.399956775,2044.1613141125,54807.1919415,30905.8292876625,6295.403251125001,270547.60166000004,112917.08837,1083.2839653375,1589.0773242375,589.98088695,0.0
2024-06-01 01:30:00+02:00,2478.3546716749997,1602.9353833,318.9355029,1399.4055806749998,54807.1919415,26772.314604325,5896.62358245,262935.10693999997,112917.08837,974.880807975,1430.059924575,1179.9617739,0.0
2024-06-01 01:45:00+02:00,2301.1992202124998,801.46769165,283.471049025,754.6498472374999,54807.1919415,22638.799920987498,5497.843913775,255322.61222,112917.08837,866.4776506124999,1271.0425249124999,1769.9426608499998,0.0
2024-06-01 02:00:00+02:00,2124.04376875,0.0,248.00659515,109.89411379999999,54807.1919415,18505.28523765,5099.0642451,247710.1175,112917.08837,758.0744932499999,1112.0251252499997,2359.9235478,0.0
2024-06-01 02:15:00+02:00,1593.0328265624998,801.46769165,194.85883068750002,82.42058534999998,54807.1919415,17106.9059725375,5047.1464518,256494.4702175,112917.08837,595.6192788249999,873.7183602,1769.9426608499998,0.0
2024-06-01 02:30:00+02:00,1062.021884375,1602.9353833,141.71106622500002,54.94705689999999,54807.1919415,15708.526707425,4995.2286585,265278.82293500006,112917.08837,433.1640644,635.4115951499999,1179.9617739,0.0
